address,amenities,attraction,num_avg,num_bad,num_excellent,num_good,num_poor,page_link,rating,restaurant,title,total_reviews,walking_grade
"455 Madison Avenue, New York City, NY 10022-6845","Parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Business Center with Internet Access,Conference facilities,Free internet,Wifi,Public wifi,Internet,Sauna,Breakfast available,Banquet room,Meeting rooms,Fax / photocopying,Spa,Facial treatments,Concierge,Non-smoking hotel,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Additional bathroom,Housekeeping,Room service,Safe,Minibar,Refrigerator,Flatscreen TV,VIP room facilities,Laptop safe,Non-smoking rooms,Suites,Family rooms",116,65,15,"1,826",187,23,https://www.tripadvisor.com/Hotel_Review-g60763-d4702789-Reviews-The_Towers_at_Lotte_New_York_Palace-New_York_City_New_York.html,5.0,400,The Towers at Lotte New York Palace,"2,116 reviews",100
"65 West 54th Street, New York City, NY 10019-5404","Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Conference facilities,Baggage storage,Concierge,24-hour front desk,Paid wifi,Internet,Restaurant,Breakfast available,Breakfast buffet,Banquet room,Meeting rooms,Non-smoking hotel,Doorperson,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Iron,Minibar,Refrigerator,Flatscreen TV,Suites",124,454,114,"2,710","1,688",159,https://www.tripadvisor.com/Hotel_Review-g60763-d112064-Reviews-Warwick_New_York-New_York_City_New_York.html,4.5,444,Warwick New York,"5,125 reviews",100
"131 Madison Ave At 31st Street, New York City, NY 10016-7057","Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Meeting rooms,Baggage storage,Concierge,24-hour front desk,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Breakfast buffet,Newspaper,Non-smoking hotel,Doorperson,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Minibar,Refrigerator,Flatscreen TV,Non-smoking rooms",86,579,92,"2,465","1,538",182,https://www.tripadvisor.com/Hotel_Review-g60763-d80110-Reviews-The_Roger-New_York_City_New_York.html,4.5,514,The Roger,"4,850 reviews",100
"Fifth Avenue at Central Park South, New York City, NY 10019","Parking,Free internet,Fitness Center with Gym / Workout Room,Bar / lounge,Babysitting,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Business Center with Internet Access,Wifi,Paid wifi,Paid internet,Internet,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Conference facilities,Banquet room,Meeting rooms,Spa,Facial treatments,Concierge,Convenience store,Currency exchange,Non-smoking hotel,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Iron,Minibar,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",101,273,122,"1,974",544,175,https://www.tripadvisor.com/Hotel_Review-g60763-d675616-Reviews-The_Plaza-New_York_City_New_York.html,4.5,264,The Plaza,"3,088 reviews",100
"230 West 54th Street, New York City, NY 10019-5594","Paid public parking nearby,Free internet,Bar / lounge,Taxi service,Fax / photocopying,Baggage storage,Concierge,24-hour front desk,Wifi,Public wifi,Internet,Breakfast available,Breakfast buffet,Non-smoking hotel,Doorperson,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Interconnected rooms available,Minibar,Refrigerator,Flatscreen TV,Bath / shower,Room service,Safe,Telephone,Iron,Laptop safe,Wake-up service / alarm clock,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",125,682,115,"3,559","2,509",197,https://www.tripadvisor.com/Hotel_Review-g60763-d99332-Reviews-Ameritania_at_Times_Square-New_York_City_New_York.html,4.5,518,Ameritania at Times Square,"7,060 reviews",100
"152 West 51st Street, New York City, NY 10019-6813","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Taxi service,Business Center with Internet Access,Conference facilities,Baggage storage,Paid private parking on-site,Parking,Free internet,Wifi,Public wifi,Internet,Banquet room,Meeting rooms,Fax / photocopying,Concierge,Currency exchange,Newspaper,Non-smoking hotel,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Desk,Housekeeping,Room service,Minibar,Flatscreen TV,On-demand movies,Bath / shower,Safe,Telephone,Iron,Laptop safe,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",217,248,50,"3,067","1,049",85,https://www.tripadvisor.com/Hotel_Review-g60763-d93589-Reviews-Michelangelo_Hotel-New_York_City_New_York.html,4.5,535,Michelangelo Hotel,"4,497 reviews",100
"40 West 40th Street, New York City, NY 10018-2602","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Evening entertainment,Nightclub / DJ,Babysitting,Car hire,Paid private parking nearby,Parking garage,Secured parking,Street parking,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Breakfast in the room,Taxi service,Conference facilities,Meeting rooms,Fax / photocopying,Couples massage,Full body massage,Makeup services,Massage,24-hour security,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Doorperson,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Bathrobes,Air conditioning,Housekeeping,Interconnected rooms available,Room service,Minibar,Cable / satellite TV,Walk-in shower,Safe,Telephone,Wardrobe / closet,Iron,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,DVD / CD player,On-demand movies,Radio,Bath / shower,Hair dryer,City view,Landmark view,Bridal suite,Non-smoking rooms,Suites",119,141,30,"3,490",720,44,https://www.tripadvisor.com/Hotel_Review-g60763-d224214-Reviews-The_Bryant_Park_Hotel-New_York_City_New_York.html,4.5,493,The Bryant Park Hotel,"4,425 reviews",100
"24 John St, New York City, NY 10038-4020","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Breakfast available,Babysitting,Children's television networks,Airport transportation,Fax / photocopying,Parking garage,Secured parking,Parking,Free internet,Wifi,Public wifi,Internet,Yoga classes,Yoga room,Breakfast in the room,Complimentary instant cofffee,Wine / champagne,Children Activities (Kid / Family Friendly),Shuttle bus service,Car hire,Taxi service,24-hour security,Baggage storage,Concierge,Non-smoking hotel,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Bathrobes,Air conditioning,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Walk-in shower,Interconnected rooms available,Room service,Safe,Telephone,Wardrobe / closet,Bottled water,Iron,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Refrigerator,Electric kettle,Flatscreen TV,iPod docking station,Bath / shower,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms",63,1,0,180,22,1,https://www.tripadvisor.com/Hotel_Review-g60763-d15237449-Reviews-Artezen_Hotel-New_York_City_New_York.html,5.0,366,Artezen Hotel,204 reviews,100
"45 West 44th Street, New York City, NY 10036-6613","Parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Highchairs available,Business Center with Internet Access,Conference facilities,Baggage storage,Free internet,Wifi,Public wifi,Free wifi in the business center,Free wired internet in the business center,Internet,Restaurant,Breakfast available,Breakfast in the room,Complimentary tea,Happy hour,Kids' meals,Special diet menus,Wine / champagne,Banquet room,Meeting rooms,Fax / photocopying,Concierge,Non-smoking hotel,ATM on site,Butler service,Doorperson,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Bathrobes,Air conditioning,Desk,Minibar,Cable / satellite TV,Sofa bed,Bath / shower,Housekeeping,Room service,Safe,Seating area,Separate living room,Sofa,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,City view,Landmark view,Non-smoking rooms,Suites",182,493,99,"4,797","1,978",174,https://www.tripadvisor.com/Hotel_Review-g60763-d208454-Reviews-Sofitel_New_York-New_York_City_New_York.html,4.5,497,Sofitel New York,"7,541 reviews",100
"11 West 51 Street, New York City, NY 10019-6994","Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Fax / photocopying,Baggage storage,Concierge,Free internet,Wifi,Public wifi,Internet,Breakfast available,Complimentary instant cofffee,Vending machine,Newspaper,Non-smoking hotel,Shared lounge / TV area,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Room service,Telephone,Iron,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",136,209,55,"1,797",862,61,https://www.tripadvisor.com/Hotel_Review-g60763-d1913413-Reviews-The_Jewel_facing_Rockefeller_Center-New_York_City_New_York.html,4.5,427,The Jewel facing Rockefeller Center,"2,982 reviews",100
"147 West 43rd Street, New York City, NY 10036-6575","Paid public parking nearby,Wifi,Bar / lounge,Children's television networks,Highchairs available,Fax / photocopying,Baggage storage,Concierge,Public wifi,Internet,Breakfast available,Breakfast buffet,Breakfast in the room,Happy hour,Wine / champagne,Newspaper,Non-smoking hotel,Doorperson,First aid kit,Umbrella,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Bathrobes,Air conditioning,Desk,Fireplace,Housekeeping,Flatscreen TV,Complimentary toiletries,Room service,Safe,Bottled water,Laptop safe,Hair dryer,Non-smoking rooms,Suites,Family rooms",254,123,29,"5,960",791,46,https://www.tripadvisor.com/Hotel_Review-g60763-d113317-Reviews-Casablanca_Hotel_by_Library_Hotel_Collection-New_York_City_New_York.html,5.0,595,Casablanca Hotel by Library Hotel Collection,"6,947 reviews",100
"52 William St, New York City, NY 10005-2876","Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Taxi service,Business Center with Internet Access,Conference facilities,Baggage storage,Free internet,Wifi,Public wifi,Internet,Restaurant,Complimentary instant cofffee,Vending machine,Meeting rooms,Fax / photocopying,Concierge,Newspaper,Non-smoking hotel,Shared lounge / TV area,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Bottled water,Refrigerator,Flatscreen TV,On-demand movies,Non-smoking rooms,Suites",69,314,80,"1,089",849,135,https://www.tripadvisor.com/Hotel_Review-g60763-d217623-Reviews-Radisson_Hotel_New_York_Wall_Street-New_York_City_New_York.html,4.0,447,Radisson Hotel New York Wall Street,"2,467 reviews",100
"11 E 31st St, New York City, NY 10016-6701","Valet parking,Free High Speed Internet (WiFi),Fitness classes,Bar / lounge,Bicycle rental,Meeting rooms,Rooftop terrace,24-hour security,Paid private parking on-site,Street parking,Parking,Free internet,Wifi,Public wifi,Internet,Coffee shop,Restaurant,Breakfast available,Snack bar,Wine / champagne,Rooftop bar,Baggage storage,Concierge,Convenience store,Newspaper,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,Doorperson,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Air conditioning,Fireplace,Housekeeping,Safe,Refrigerator,Flatscreen TV,Hair dryer,Wake-up service / alarm clock,Non-smoking rooms,Family rooms",91,95,16,"1,031",305,34,https://www.tripadvisor.com/Hotel_Review-g60763-d10541730-Reviews-Arlo_NoMad-New_York_City_New_York.html,4.5,512,Arlo NoMad,"1,480 reviews",100
"50 Bowery, New York City, NY 10013-4801","Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Conference facilities,Meeting rooms,Rooftop terrace,Baggage storage,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Rooftop bar,Concierge,Non-smoking hotel,Doorperson,Dry cleaning,Laundry service,Air conditioning,Room service,Iron,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",61,63,15,"1,241",229,21,https://www.tripadvisor.com/Hotel_Review-g60763-d10066892-Reviews-Hotel_50_Bowery_NYC-New_York_City_New_York.html,4.5,459,Hotel 50 Bowery NYC,"1,568 reviews",100
"45 West 38th Street, New York City, NY 10018-5501","Free High Speed Internet (WiFi),Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Taxi service,Rooftop terrace,Baggage storage,24-hour check-in,24-hour front desk,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Breakfast in the room,Complimentary instant cofffee,Rooftop bar,Concierge,Newspaper,Non-smoking hotel,Doorperson,Dry cleaning,Laundry service,Shoeshine,Allergy-free room,Air conditioning,Housekeeping,Room service,Safe,Minibar,Refrigerator,Flatscreen TV,Bottled water,Non-smoking rooms",117,130,24,"3,159",758,60,https://www.tripadvisor.com/Hotel_Review-g60763-d5550873-Reviews-Archer_Hotel_New_York-New_York_City_New_York.html,4.5,500,Archer Hotel New York,"4,131 reviews",100
"218 West 50th Street, New York City, NY 10019-6702","Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Rooftop terrace,Baggage storage,24-hour check-in,Express check-in / check-out,Dry cleaning,Free internet,Wifi,Public wifi,Internet,Coffee shop,Breakfast available,Breakfast buffet,Snack bar,Special diet menus,Wine / champagne,Rooftop bar,Non-smoking hotel,Outdoor furniture,Shared bathroom,Sun terrace,Laundry service,Ironing service,Allergy-free room,Blackout curtains,Air conditioning,Desk,Refrigerator,Cable / satellite TV,Extra long beds,Bath / shower,Soundproof rooms,Housekeeping,Safe,Telephone,Bottled water,Private bathrooms,Flatscreen TV,On-demand movies,iPod docking station,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms",229,169,40,"3,463",978,55,https://www.tripadvisor.com/Hotel_Review-g60763-d6385164-Reviews-CitizenM_New_York_Times_Square-New_York_City_New_York.html,4.5,596,citizenM New York Times Square,"4,703 reviews",100
"201 East 24th Street, New York City, NY 10010-3801","Free internet,Bar / lounge,Nightclub / DJ,Airport transportation,Fax / photocopying,Rooftop terrace,Baggage storage,24-hour front desk,Wifi,Public wifi,Internet,Breakfast available,Breakfast buffet,Concierge,Non-smoking hotel,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Iron,Minibar,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites",40,466,155,"2,296","1,323",202,https://www.tripadvisor.com/Hotel_Review-g60763-d99382-Reviews-The_Marcel_At_Gramercy-New_York_City_New_York.html,4.0,300,The Marcel At Gramercy,"4,438 reviews",100
"70 West 45th Street, New York City, NY 10036-4202","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Baggage storage,Concierge,24-hour front desk,Dry cleaning,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Newspaper,Non-smoking hotel,Laundry service,Washing machine,Ironing service,Allergy-free room,Air conditioning,Housekeeping,Safe,Telephone,Coffee / tea maker,Flatscreen TV,Complimentary toiletries,Iron,Wake-up service / alarm clock,Refrigerator,Kitchenware,Hair dryer,Bridal suite,Non-smoking rooms,Suites",209,251,85,"1,505",882,70,https://www.tripadvisor.com/Hotel_Review-g60763-d1806062-Reviews-Cassa_Hotel_NY_45th_Street-New_York_City_New_York.html,4.5,478,Cassa Hotel NY 45th Street,"2,792 reviews",100
"341 Broome St, New York City, NY 10013-4236","Valet parking,Free High Speed Internet (WiFi),Bar / lounge,Children Activities (Kid / Family Friendly),Concierge,Currency exchange,24-hour check-in,24-hour front desk,Free internet,Wifi,Internet,Non-smoking hotel,Shared lounge / TV area,Doorperson,Express check-in / check-out,Private check-in / check-out,Air conditioning,Housekeeping,Safe,Flatscreen TV,Non-smoking rooms",132,275,138,690,634,108,https://www.tripadvisor.com/Hotel_Review-g60763-d292140-Reviews-Sohotel-New_York_City_New_York.html,4.0,506,Sohotel,"1,844 reviews",100
"136 W 42nd St, New York City, NY 10036-7803","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Conference facilities,Baggage storage,Concierge,Parking,Free internet,Wifi,Internet,Restaurant,Breakfast buffet,Vending machine,Meeting rooms,Fax / photocopying,Convenience store,Non-smoking hotel,ATM on site,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Room service,Safe,Telephone,Coffee / tea maker,Microwave,Flatscreen TV,Iron,Laptop safe,Refrigerator,Non-smoking rooms",229,276,96,"1,148",720,91,https://www.tripadvisor.com/Hotel_Review-g60763-d6407567-Reviews-Hilton_Garden_Inn_New_York_Times_Square_Central-New_York_City_New_York.html,4.0,578,Hilton Garden Inn New York - Times Square Central,"2,331 reviews",100
"215 E 64th St 64th Street between 2nd & 3rd Avenues, New York City, NY 10065-6662","Valet parking,Wifi,Fitness Center with Gym / Workout Room,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Baggage storage,Concierge,24-hour front desk,Parking,Public wifi,Internet,Non-smoking hotel,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Housekeeping,Private balcony,Room service,Safe,Kitchenette,Kitchenware,Flatscreen TV,Non-smoking rooms,Suites",26,151,35,"1,430",607,64,https://www.tripadvisor.com/Hotel_Review-g60763-d93467-Reviews-Gardens_Suites_Hotel_by_Affinia-New_York_City_New_York.html,4.5,203,Gardens Suites Hotel by Affinia,"2,287 reviews",100
"Two West Street, New York City, NY 10004","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Bicycles available,Boating,Pets Allowed ( Dog / Pet Friendly ),Car hire,Secured parking,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast in the room,Happy hour,Kids' meals,Bicycle tours,Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Fax / photocopying,Photo copier / fax In business center,Spa,Massage,Baggage storage,Concierge,Executive lounge access,Non-smoking hotel,ATM on site,Doorperson,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Bathrobes,Air conditioning,Desk,Dining area,Refrigerator,Flatscreen TV,Bath / shower,Housekeeping,Room service,Safe,Seating area,Separate living room,Sofa,Telephone,Wardrobe / closet,Bottled water,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,On-demand movies,Radio,Complimentary toiletries,Hair dryer,Landmark view,Non-smoking rooms,Suites",31,238,74,"1,890",607,92,https://www.tripadvisor.com/Hotel_Review-g60763-d222959-Reviews-The_Wagner_at_the_Battery-New_York_City_New_York.html,4.5,110,The Wagner at the Battery,"2,901 reviews",100
"120 East 39th Street, New York City, NY 10016-0906","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Airport transportation,24-hour security,Baggage storage,24-hour check-in,24-hour front desk,Parking,Free internet,Wifi,Internet,Concierge,Non-smoking hotel,Dry cleaning,Laundry service,Bathrobes,Desk,Fireplace,Housekeeping,Safe,Flatscreen TV,On-demand movies,Bath / shower,Telephone,Iron,Wake-up service / alarm clock,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",64,151,35,"1,477",740,58,https://www.tripadvisor.com/Hotel_Review-g60763-d93431-Reviews-The_Tuscany_A_St_Giles_Signature_Hotel-New_York_City_New_York.html,4.5,400,The Tuscany - A St Giles Signature Hotel,"2,461 reviews",100
"141 E 44th St, New York City, NY 10017-4006","Valet parking,Wifi,Bar / lounge,Conference facilities,Meeting rooms,Salon,Baggage storage,Concierge,Paid private parking nearby,Parking,Paid wifi,Paid internet,Internet,Restaurant,Complimentary instant cofffee,Fax / photocopying,Steam room,Non-smoking hotel,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Bathrobes,Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Flatscreen TV,Bath / shower,Safe,Telephone,VIP room facilities,Iron,Laptop safe,Wake-up service / alarm clock,On-demand movies,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",63,211,40,"1,889",808,76,https://www.tripadvisor.com/Hotel_Review-g60763-d99327-Reviews-Fitzpatrick_Grand_Central-New_York_City_New_York.html,4.5,454,Fitzpatrick Grand Central,"3,024 reviews",100
"107 Rivington St, New York City, NY 10002-2203","Valet parking,Free High Speed Internet (WiFi),Hot tub,Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Breakfast buffet,Conference facilities,Meeting rooms,Massage,Salon,Baggage storage,Concierge,Non-smoking hotel,ATM on site,Doorperson,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Bathrobes,Air conditioning,Desk,Room service,Safe,Minibar,Flatscreen TV,Bath / shower,Seating area,Telephone,Iron,Laptop safe,Wake-up service / alarm clock,Refrigerator,iPod docking station,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",120,195,84,975,489,104,https://www.tripadvisor.com/Hotel_Review-g60763-d514488-Reviews-Hotel_on_Rivington-New_York_City_New_York.html,4.0,413,Hotel on Rivington,"1,846 reviews",100
"303 Lexington Ave, New York City, NY 10016-3165","Valet parking,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Bicycles available,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Conference facilities,Paid private parking on-site,Public wifi,Paid wifi,Internet,Restaurant,Breakfast available,Breakfast in the room,Snack bar,Rooftop bar,Meeting rooms,Fax / photocopying,Rooftop terrace,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shared lounge / TV area,Shops,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Kitchenette,Flatscreen TV,Complimentary toiletries,Safe,Telephone,Iron,Hair dryer,Non-smoking rooms,Suites",43,461,134,"2,769","1,993",186,https://www.tripadvisor.com/Hotel_Review-g60763-d93543-Reviews-Shelburne_Hotel_Suites_by_Affinia-New_York_City_New_York.html,4.5,377,Shelburne Hotel & Suites by Affinia,"5,542 reviews",100
"201 West 79th Street, New York City, NY 10024-6200","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Restaurant,Business Center with Internet Access,Meeting rooms,Facial treatments,Baggage storage,Free internet,Wifi,Public wifi,Internet,Fax / photocopying,Foot massage,Hand massage,Head massage,Manicure,Massage,Neck massage,Pedicure,Salon,Concierge,Newspaper,Non-smoking hotel,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Soundproof rooms,Air conditioning,Housekeeping,Room service,Safe,Laptop safe,Flatscreen TV,Non-smoking rooms,Suites",35,189,55,"1,463",979,61,https://www.tripadvisor.com/Hotel_Review-g60763-d99281-Reviews-The_Lucerne_Hotel-New_York_City_New_York.html,4.5,176,The Lucerne Hotel,"2,747 reviews",100
"4 West 31st Street Between 5th Avenue & Broadway, New York City, NY 10001-3594","Paid public parking nearby,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Fax / photocopying,24-hour security,Baggage storage,24-hour check-in,Wifi,Internet,Vending machine,Taxi service,Concierge,Non-smoking hotel,ATM on site,24-hour front desk,Express check-in / check-out,Ironing service,Air conditioning,Safe,Telephone,Wake-up service / alarm clock,Flatscreen TV,Bath / shower,Hair dryer,Non-smoking rooms,Suites",96,498,90,845,"1,316",141,https://www.tripadvisor.com/Hotel_Review-g60763-d93333-Reviews-The_Wolcott_Hotel-New_York_City_New_York.html,4.0,517,The Wolcott Hotel,"2,889 reviews",100
"140 Washington St, New York City, NY 10006-1071","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Conference facilities,Rooftop terrace,Baggage storage,Paid private parking on-site,Parking garage,Parking,Free internet,Wifi,Public wifi,Internet,Restaurant,Vending machine,Rooftop bar,Meeting rooms,Fax / photocopying,Concierge,Executive lounge access,Newspaper,Non-smoking hotel,Shared lounge / TV area,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Refrigerator,Flatscreen TV,Bath / shower,Safe,Telephone,Bottled water,Wake-up service / alarm clock,iPod docking station,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",50,226,48,"1,308",670,69,https://www.tripadvisor.com/Hotel_Review-g60763-d1595302-Reviews-Club_Quarters_Hotel_World_Trade_Center-New_York_City_New_York.html,4.5,223,"Club Quarters Hotel, World Trade Center","2,321 reviews",100
"45 West 35th Street, New York City, NY 10001-2277","Paid public parking nearby,Free internet,Fitness Center with Gym / Workout Room,Complimentary instant cofffee,Rooftop terrace,Baggage storage,24-hour front desk,Dry cleaning,Newspaper,Non-smoking hotel,Doorperson,Umbrella,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Safe,Coffee / tea maker,Refrigerator,Flatscreen TV,Complimentary toiletries,Iron,Laptop safe,Wake-up service / alarm clock,Hair dryer,Non-smoking rooms,Suites",108,365,64,"2,531","1,742",84,https://www.tripadvisor.com/Hotel_Review-g60763-d99392-Reviews-Kixby-New_York_City_New_York.html,4.5,559,Kixby,"4,783 reviews",100
"189 Bowery, New York City, NY 10002-2871","Free High Speed Internet (WiFi),Free internet,Bar / lounge,Children Activities (Kid / Family Friendly),Baggage storage,Non-smoking hotel,24-hour front desk,Ironing service,Wifi,Public wifi,Internet,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Wine / champagne,Rooftop bar,Shared lounge / TV area,Blackout curtains,Soundproof rooms,Air conditioning,Housekeeping,Refrigerator,Cable / satellite TV,Extra long beds,Bath / shower,Safe,Telephone,Laptop safe,Private bathrooms,Wake-up service / alarm clock,Flatscreen TV,On-demand movies,iPod docking station,Complimentary toiletries,Hair dryer,Non-smoking rooms",168,25,14,487,131,25,https://www.tripadvisor.com/Hotel_Review-g60763-d13635668-Reviews-CitizenM_New_York_Bowery-New_York_City_New_York.html,4.5,540,CitizenM New York Bowery,682 reviews,100
"30 W 46th St, New York City, NY 10036-4500","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Patio,Business Center with Internet Access,Conference facilities,Spa,Valet parking,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Breakfast buffet,Vending machine,Banquet room,Meeting rooms,Baggage storage,Convenience store,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Blackout curtains,Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Cable / satellite TV,Walk-in shower,Safe,Telephone,Wardrobe / closet,Iron,Private bathrooms,Wake-up service / alarm clock,Microwave,Refrigerator,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Family rooms",175,78,21,682,424,20,https://www.tripadvisor.com/Hotel_Review-g60763-d8505227-Reviews-Cambria_Hotel_New_York_Times_Square-New_York_City_New_York.html,4.5,453,Cambria Hotel New York - Times Square,"1,225 reviews",100
