address,amenities,attraction,num_avg,num_bad,num_excellent,num_good,num_poor,page_link,rating,restaurant,title,total_reviews,walking_grade
"234 West 42nd Street, New York City, NY 10036-7215","Paid private parking on-site,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Business Center with Internet Access,Conference facilities,Baggage storage,Parking,Paid wifi,Paid internet,Internet,Restaurant,Breakfast available,Breakfast buffet,Meeting rooms,Fax / photocopying,Concierge,Gift shop,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Air conditioning,Desk,Housekeeping,Room service,Refrigerator,Flatscreen TV,Bath / shower,Safe,Iron,Non-smoking rooms,Suites",238,637,173,"4,781","2,474",215,https://www.tripadvisor.com/Hotel_Review-g60763-d208453-Reviews-Hilton_Times_Square-New_York_City_New_York.html,4.5,608,Hilton Times Square,"8,280 reviews",100
"247 W 109th St, New York City, NY 10025-2372",,11,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60763-d17695081-Reviews-Loft_109_NY-New_York_City_New_York.html,2.0,116,Loft 109 NY,1 review,98
"350 W 88th St, New York City, NY 10024-2206",,4,1,1,2,5,3,https://www.tripadvisor.com/Hotel_Review-g60763-d6922883-Reviews-Riverside_Terrace_New_York-New_York_City_New_York.html,3.5,51,Riverside Terrace New York,12 reviews,94
"East 14th Street & Broadway Union Square, New York City, NY 10003","Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Children Activities (Kid / Family Friendly),Airport transportation,Spa,Concierge,Dry cleaning,Free internet,Wifi,Internet,Laundry service,Self-serve laundry,Air conditioning,Microwave,Refrigerator,Suites",91,0,1,39,4,2,https://www.tripadvisor.com/Hotel_Review-g60763-d1752366-Reviews-Prive-New_York_City_New_York.html,4.5,314,Prive,46 reviews,100
"255 W 132nd St, New York City, NY 10027-7803","Free High Speed Internet (WiFi),Free internet,Wifi,Internet,Non-smoking hotel,Seating area,Wake-up service / alarm clock,Complimentary toiletries,Hair dryer,Non-smoking rooms",9,3,0,66,13,1,https://www.tripadvisor.com/Hotel_Review-g60763-d7144541-Reviews-255West_Guesthouse-New_York_City_New_York.html,4.5,44,255West Guesthouse,83 reviews,85
"62-A, Nazim-ud-Din Road F-8/4 Opposite Centarus Mega Mall, New York City, NY 44000",Air conditioning,9,3,2,3,3,0,https://www.tripadvisor.com/Hotel_Review-g60763-d2689635-Reviews-Landmark_Guest_Rooms-New_York_City_New_York.html,3.5,43,Landmark Guest Rooms,11 reviews,90
"Park Row, New York City, NY 10012",,42,0,0,3,0,0,https://www.tripadvisor.com/Hotel_Review-g60763-d1197102-Reviews-Short_term_stay_nyc-New_York_City_New_York.html,5.0,195,short term stay nyc,3 reviews,100
"30 East 129 Street, New York City, NY 10035-1060","Free High Speed Internet (WiFi),Internet",5,2,0,6,11,1,https://www.tripadvisor.com/Hotel_Review-g60763-d1625940-Reviews-New_York_Hostel_99-New_York_City_New_York.html,4.0,51,New York Hostel 99,20 reviews,88
"22 E 38th St Midtown, New York City, NY 10016-2502","Bar / lounge,Coffee shop,Bicycle rental,Banquet room,Meeting rooms,Baggage storage,Concierge,Laundry service,Breakfast buffet,Fax / photocopying,Photo copier / fax In business center,Non-smoking hotel,Air conditioning,Desk,Fireplace,Housekeeping,Telephone,Wardrobe / closet,Bath / shower,Complimentary toiletries,Bottled water,Clothes rack,Private bathrooms,Wake-up service / alarm clock,Hair dryer,Non-smoking rooms,Suites",86,838,264,357,998,359,https://www.tripadvisor.com/Hotel_Review-g60763-d93470-Reviews-NH_Collection_New_York_Madison_Avenue-New_York_City_New_York.html,3.5,468,NH Collection New York Madison Avenue,"2,816 reviews",100
"9th Avenue and 38th Street Hell's Kitchen, New York City, NY 10018",,91,1,0,0,0,0,https://www.tripadvisor.com/Hotel_Review-g60763-d15582668-Reviews-Times_Square_West_Midtown_Apartment-New_York_City_New_York.html,3.0,341,Times Square West Midtown Apartment,1 review,100
"461 W 34th St, New York City, NY 10001-1526",,24,1,0,7,4,2,https://www.tripadvisor.com/Hotel_Review-g60763-d15113805-Reviews-Courtyard_New_York_Manhattan_Midtown_west-New_York_City_New_York.html,4.0,126,Courtyard New York Manhattan/Midtown west,14 reviews,100
"6 W 32nd St Located between Broadway and 5th Avenue on 32nd Street, New York City, NY 10001-3802","Paid public parking nearby,Wifi,Bar / lounge,Fax / photocopying,Rooftop terrace,Baggage storage,24-hour front desk,Laundry service,Parking,Public wifi,Internet,Breakfast available,Vending machine,Rooftop bar,Concierge,Non-smoking hotel,ATM on site,Air conditioning,Safe,Telephone,Flatscreen TV,Non-smoking rooms,Family rooms",100,604,141,737,"1,494",157,https://www.tripadvisor.com/Hotel_Review-g60763-d224223-Reviews-Nyma_the_New_York_Manhattan_Hotel-New_York_City_New_York.html,4.0,515,"nyma, the New York Manhattan Hotel","3,133 reviews",100
"538 W 48th St, New York City, NY 10036-1102","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Fax / photocopying,Baggage storage,Newspaper,Parking garage,Free internet,Wifi,Internet,Breakfast available,Breakfast buffet,Kid-friendly buffet,Non-smoking hotel,Outdoor furniture,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Safe,Telephone,Iron,Coffee / tea maker,Flatscreen TV,Hair dryer,Non-smoking rooms",30,195,39,428,619,59,https://www.tripadvisor.com/Hotel_Review-g60763-d3572583-Reviews-Holiday_Inn_Express_Manhattan_Midtown_West-New_York_City_New_York.html,4.0,205,Holiday Inn Express Manhattan Midtown West,"1,340 reviews",100
"32 W 29th St, New York City, NY 10001-4205","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Meeting rooms,Photo copier / fax In business center,Rooftop terrace,Baggage storage,Parking,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Breakfast buffet,Happy hour,Kids' meals,Wine / champagne,Rooftop bar,Concierge,Newspaper,Non-smoking hotel,Outdoor furniture,Sun deck,Sun terrace,24-hour check-in,24-hour front desk,Express check-in / check-out,Air conditioning,Desk,Housekeeping,Safe,Flatscreen TV,On-demand movies,Bath / shower,Complimentary toiletries,Separate dining area,Telephone,Wardrobe / closet,Iron,Private bathrooms,Wake-up service / alarm clock,Hair dryer,City view,Landmark view,Non-smoking rooms",116,201,79,381,376,72,https://www.tripadvisor.com/Hotel_Review-g60763-d7182733-Reviews-THE_PAUL_NYC_Hotel_New_York_City-New_York_City_New_York.html,4.0,479,THE PAUL NYC- Hotel New York City,"1,108 reviews",100
"51 Nassau Street, New York City, NY 10038-4506","Parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Fax / photocopying,Baggage storage,Newspaper,Free internet,Wifi,Internet,Restaurant,Non-smoking hotel,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Room service,Safe,Flatscreen TV,Non-smoking rooms",63,148,43,220,363,38,https://www.tripadvisor.com/Hotel_Review-g60763-d1234559-Reviews-Holiday_Inn_New_York_City_Wall_Street-New_York_City_New_York.html,4.0,394,Holiday Inn New York City - Wall Street,812 reviews,100
"120 Lafayette St, New York City, NY 10013-3129","Free High Speed Internet (WiFi),Free internet,Wifi,Fax / photocopying,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Internet,Air conditioning,Housekeeping,Safe,Flatscreen TV,Non-smoking rooms",120,27,4,42,82,5,https://www.tripadvisor.com/Hotel_Review-g60763-d674743-Reviews-CITY_ROOMS_NYC_SoHo-New_York_City_New_York.html,4.0,439,CITY ROOMS NYC SoHo,160 reviews,100
"159 Grand St, New York City, NY 10013-3119","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Golf course,Nightclub / DJ,Pets Allowed ( Dog / Pet Friendly ),Spa,Parking,Free internet,Wifi,Internet,24-hour security,Concierge,Non-smoking hotel,Shops,ATM on site,24-hour check-in,24-hour front desk,Laundry service,Air conditioning,Housekeeping,Safe,Flatscreen TV,Non-smoking rooms",147,83,37,154,233,41,https://www.tripadvisor.com/Hotel_Review-g60763-d488793-Reviews-Solita_Soho_Hotel-New_York_City_New_York.html,4.0,444,Solita Soho Hotel,548 reviews,100
"65 E 129th St, New York City, NY 10035-1134","Free High Speed Internet (WiFi),Free internet,Coffee shop,Baggage storage,Concierge,Non-smoking hotel,24-hour check-in,24-hour front desk,Wifi,Public wifi,Internet,Shops,ATM on site,Air conditioning,Desk,Housekeeping,Safe,Coffee / tea maker,Microwave,Flatscreen TV,Bath / shower,Telephone,Clothes rack,Iron,Refrigerator,Complimentary toiletries,Hair dryer,Non-smoking rooms",4,22,8,59,31,6,https://www.tripadvisor.com/Hotel_Review-g60763-d9860337-Reviews-The_Park_Ave_North-New_York_City_New_York.html,4.0,29,The Park Ave North,126 reviews,86
"300 W 22nd St 22nd Street & 8th Avenue, New York City, NY 10011-2602","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Car hire,Massage,Rooftop terrace,Parking,Free internet,Wifi,Public wifi,Internet,Coffee shop,Baggage storage,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Bathrobes,Air conditioning,Housekeeping,Safe,Telephone,Flatscreen TV,Complimentary toiletries,Non-smoking rooms",45,213,57,472,549,80,https://www.tripadvisor.com/Hotel_Review-g60763-d1177864-Reviews-The_GEM_Hotel_Chelsea-New_York_City_New_York.html,4.0,245,The GEM Hotel Chelsea,"1,371 reviews",100
"123 E 15th St, New York City, NY 10003-3594","Free internet,Wifi,Internet,Non-smoking hotel,Laundry service,Air conditioning,Desk,Telephone,Clothes rack,Wake-up service / alarm clock,Non-smoking rooms",86,63,13,91,133,22,https://www.tripadvisor.com/Hotel_Review-g60763-d609602-Reviews-Seafarers_International_House-New_York_City_New_York.html,4.0,371,Seafarers & International House,322 reviews,100
"8 Albany St, New York City, NY 10006","Paid public parking nearby,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Taxi service,Conference facilities,Banquet room,Valet parking,Parking,Public wifi,Paid wifi,Paid internet,Internet,Meeting rooms,Fax / photocopying,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Fireplace,Safe,Minibar,Flatscreen TV,Non-smoking rooms",51,189,59,521,496,97,https://www.tripadvisor.com/Hotel_Review-g60763-d1462005-Reviews-W_New_York_Downtown-New_York_City_New_York.html,4.0,237,W New York Downtown,"1,362 reviews",100
"154 Madison St, New York City, NY 10002-7004","Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Car hire,Banquet room,Baggage storage,Non-smoking hotel,24-hour front desk,Free internet,Wifi,Public wifi,Internet,Breakfast available,Breakfast buffet,Vending machine,ATM on site,Express check-in / check-out,Laundry service,Blackout curtains,Soundproof rooms,Air conditioning,Desk,Housekeeping,Coffee / tea maker,Flatscreen TV,Bath / shower,Safe,Telephone,Iron,Wake-up service / alarm clock,iPod docking station,Complimentary toiletries,Hair dryer,Non-smoking rooms",18,38,12,86,82,10,https://www.tripadvisor.com/Hotel_Review-g60763-d5888246-Reviews-Madison_LES_Hotel-New_York_City_New_York.html,4.0,150,Madison LES Hotel,228 reviews,100
"160 W 25th St, New York City, NY 10001-7479","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Fax / photocopying,Baggage storage,Newspaper,Valet parking,Parking garage,Parking,Free internet,Wifi,Internet,Restaurant,Vending machine,Non-smoking hotel,Outdoor furniture,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Fireplace,Housekeeping,Safe,Coffee / tea maker,Flatscreen TV,Hair dryer,Bottled water,Iron,Non-smoking rooms",81,248,53,285,524,76,https://www.tripadvisor.com/Hotel_Review-g60763-d281234-Reviews-Four_Points_by_Sheraton_Manhattan_Chelsea-New_York_City_New_York.html,4.0,364,Four Points by Sheraton Manhattan Chelsea,"1,186 reviews",100
"91 E Broadway, New York City, NY 10002-7014","Paid public parking nearby,Free High Speed Internet (WiFi),Free internet,Vending machine,Fax / photocopying,Baggage storage,Non-smoking hotel,24-hour front desk,Wifi,Public wifi,Internet,ATM on site,Air conditioning,Flatscreen TV,Non-smoking rooms",35,231,45,144,433,67,https://www.tripadvisor.com/Hotel_Review-g60763-d1048678-Reviews-The_Hotel_91-New_York_City_New_York.html,3.5,270,The Hotel 91,920 reviews,100
"548 W 48th St, New York City, NY 10036-1102","Paid public parking nearby,Free High Speed Internet (WiFi),Free internet,Free breakfast,Baggage storage,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Wifi,Internet,Breakfast available,Breakfast buffet,Air conditioning,Housekeeping,Safe,Iron,Coffee / tea maker,Flatscreen TV,Hair dryer,Non-smoking rooms,Family rooms",27,170,36,193,298,50,https://www.tripadvisor.com/Hotel_Review-g60763-d3502291-Reviews-Comfort_Inn_Midtown_West-New_York_City_New_York.html,4.0,156,Comfort Inn Midtown West,747 reviews,100
"134 E Houston St, New York City, NY 10002-1018","Paid private parking nearby,Free High Speed Internet (WiFi),Free internet,Wifi,Public wifi,Baggage storage,Non-smoking hotel,24-hour front desk,Internet,Air conditioning,Housekeeping,Flatscreen TV,Non-smoking rooms",187,28,8,59,58,10,https://www.tripadvisor.com/Hotel_Review-g60763-d247814-Reviews-The_Gatsby_Hotel-New_York_City_New_York.html,4.0,478,The Gatsby Hotel,163 reviews,100
"515 W 42nd St, New York City, NY 10036-6205","Paid private parking on-site,Parking garage,Wifi,Pool,Video game console,Baggage storage,Non-smoking hotel,24-hour front desk,Secured parking,Parking,Paid wifi,Paid internet,Internet,Outdoor pool,ATM on site,Air conditioning,Desk,Seating area,Telephone,Microwave,Flatscreen TV,Bath / shower,Complimentary toiletries,Iron,Wake-up service / alarm clock,Hair dryer,Non-smoking rooms",52,419,102,413,951,121,https://www.tripadvisor.com/Hotel_Review-g60763-d93622-Reviews-Travel_Inn_Hotel_New_York-New_York_City_New_York.html,3.5,255,Travel Inn Hotel New York,"2,006 reviews",100
"45 W 81st St between Columbus Ave and Central Park West, New York City, NY 10024-6025","Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Conference facilities,Baggage storage,Concierge,24-hour front desk,Public wifi,Paid wifi,Internet,Restaurant,Breakfast buffet,Meeting rooms,Newspaper,Non-smoking hotel,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Safe,Iron,Flatscreen TV,Non-smoking rooms,Suites",31,360,129,717,"1,030",135,https://www.tripadvisor.com/Hotel_Review-g60763-d93334-Reviews-Excelsior_Hotel-New_York_City_New_York.html,4.0,148,Excelsior Hotel,"2,371 reviews",100
"18 W 25th St at 5th Avenue, New York City, NY 10010-2703","Parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Business Center with Internet Access,Fax / photocopying,24-hour security,Baggage storage,Free internet,Wifi,Public wifi,Internet,Breakfast available,Breakfast buffet,Vending machine,Concierge,Newspaper,ATM on site,24-hour check-in,24-hour front desk,Private check-in / check-out,Laundry service,Ironing service,Air conditioning,Housekeeping,Safe,Telephone,Iron,Refrigerator,Flatscreen TV,Hair dryer,Wake-up service / alarm clock,Non-smoking rooms",96,272,68,224,452,90,https://www.tripadvisor.com/Hotel_Review-g60763-d93401-Reviews-Heritage_Hotel_New_York_City-New_York_City_New_York.html,3.5,413,Heritage Hotel New York City,"1,105 reviews",100
"113 Jane Street, New York City, NY 10014-1700","Free High Speed Internet (WiFi),Restaurant,Bicycles available,Nightclub / DJ,Fax / photocopying,Rooftop terrace,Baggage storage,24-hour front desk,Free internet,Wifi,Public wifi,Internet,Rooftop bar,Concierge,Non-smoking hotel,Air conditioning,Housekeeping,Safe,Flatscreen TV,Non-smoking rooms",52,253,126,485,638,113,https://www.tripadvisor.com/Hotel_Review-g60763-d1181739-Reviews-The_Jane-New_York_City_New_York.html,4.0,116,The Jane,"1,615 reviews",100
"54 Watts St, New York City, NY 10013-1912","Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Fax / photocopying,Baggage storage,Non-smoking hotel,24-hour front desk,Dry cleaning,Free internet,Wifi,Internet,Laundry service,Air conditioning,Safe,Flatscreen TV,Non-smoking rooms,Suites",108,299,80,669,790,119,https://www.tripadvisor.com/Hotel_Review-g60763-d866615-Reviews-Soho_54-New_York_City_New_York.html,4.0,228,Soho 54,"1,956 reviews",100
"302 W 47th St, New York City, NY 10036","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Fax / photocopying,Baggage storage,Newspaper,24-hour check-in,Parking,Free internet,Wifi,Public wifi,Internet,Breakfast available,Breakfast buffet,Complimentary tea,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Air conditioning,Desk,Housekeeping,Safe,Wardrobe / closet,Private bathrooms,Flatscreen TV,Complimentary toiletries,Non-smoking rooms",248,256,84,420,619,67,https://www.tripadvisor.com/Hotel_Review-g60763-d93359-Reviews-Econo_Lodge_Times_Square-New_York_City_New_York.html,4.0,601,Econo Lodge Times Square,"1,446 reviews",100
"126 Water St, New York City, NY 10005-1615","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Fax / photocopying,Concierge,Newspaper,Parking,Free internet,Wifi,Internet,Breakfast available,Breakfast buffet,Non-smoking hotel,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Desk,Housekeeping,Safe,Iron,Coffee / tea maker,Flatscreen TV,Non-smoking rooms,Family rooms",59,118,38,165,282,40,https://www.tripadvisor.com/Hotel_Review-g60763-d1465008-Reviews-Holiday_Inn_Express_New_York_City_Wall_Street-New_York_City_New_York.html,4.0,348,Holiday Inn Express New York City-Wall Street,643 reviews,100
"171 Ludlow Street, New York City, NY 10002-1501","Parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Free internet,Wifi,Internet,Rooftop pool,Outdoor pool,Restaurant,Poolside bar,Rooftop bar,Meeting rooms,Fax / photocopying,Rooftop terrace,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites",130,96,40,739,266,42,https://www.tripadvisor.com/Hotel_Review-g60763-d7352347-Reviews-Hotel_Indigo_Lower_East_Side_New_York-New_York_City_New_York.html,4.5,458,Hotel Indigo Lower East Side New York,"1,183 reviews",100
"161 Lexington Ave, New York City, NY 10016-7305","Paid public parking nearby,Free High Speed Internet (WiFi),Breakfast available,Taxi service,Fax / photocopying,Baggage storage,Newspaper,24-hour front desk,Parking garage,Free internet,Wifi,Internet,Non-smoking hotel,Laundry service,Air conditioning,Housekeeping,Safe,Telephone,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,Hair dryer,Non-smoking rooms,Family rooms",40,370,76,392,889,95,https://www.tripadvisor.com/Hotel_Review-g60763-d99388-Reviews-The_Hotel_New_York_City-New_York_City_New_York.html,4.0,409,The Hotel @ New York City,"1,822 reviews",100
"43 W 32nd Street, New York City, NY 10001-3805","Free High Speed Internet (WiFi),Free internet,Free breakfast,Baggage storage,Concierge,24-hour front desk,Laundry service,Ironing service,Wifi,Public wifi,Internet,Bar / lounge,Coffee shop,Breakfast buffet,Non-smoking hotel,Shared lounge / TV area,Umbrella,Blackout curtains,Air conditioning,Desk,Safe,Telephone,Refrigerator,Flatscreen TV,Bath / shower,Iron,Laptop safe,Wake-up service / alarm clock,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",109,413,78,391,943,115,https://www.tripadvisor.com/Hotel_Review-g60763-d93565-Reviews-Hotel_Stanford-New_York_City_New_York.html,3.5,560,Hotel Stanford,"1,940 reviews",100
"2528 Broadway Upper West Side Of Manhattan, New York City, NY 10025-6946","Paid public parking nearby,Free internet,Wifi,Vending machine,Car hire,Baggage storage,Concierge,24-hour front desk,Paid wifi,Internet,Non-smoking hotel,Air conditioning,Desk,Housekeeping,Telephone,Coffee / tea maker,Microwave,Flatscreen TV,Bath / shower,Iron,Wake-up service / alarm clock,Refrigerator,Complimentary toiletries,Hair dryer,Non-smoking rooms",10,303,63,443,865,93,https://www.tripadvisor.com/Hotel_Review-g60763-d112039-Reviews-Hotel_Newton-New_York_City_New_York.html,4.0,116,Hotel Newton,"1,767 reviews",100
"31 W 71st St, New York City, NY 10023-4101","Free High Speed Internet (WiFi),Free internet,Free breakfast,Breakfast buffet,Fax / photocopying,Baggage storage,Non-smoking hotel,24-hour front desk,Wifi,Public wifi,Internet,Vending machine,ATM on site,Air conditioning,Housekeeping,Safe,Wake-up service / alarm clock,Flatscreen TV,Non-smoking rooms",40,118,56,177,187,48,https://www.tripadvisor.com/Hotel_Review-g60763-d99447-Reviews-La_Quinta_Inn_Suites_by_Wyndham_New_York_City_Central_Park-New_York_City_New_York.html,3.5,129,La Quinta Inn & Suites by Wyndham New York City Central Park,586 reviews,100
"1567 Broadway, New York City, NY 10036-1517","Paid public parking nearby,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Pets Allowed ( Dog / Pet Friendly ),Taxi service,Business Center with Internet Access,Valet parking,Public wifi,Paid wifi,Paid internet,Internet,Restaurant,Breakfast available,Breakfast in the room,Conference facilities,Banquet room,Meeting rooms,Fax / photocopying,Baggage storage,Concierge,Currency exchange,Newspaper,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Bathrobes,Housekeeping,Room service,Safe,Telephone,Flatscreen TV,On-demand movies,Bath / shower,Iron,Hair dryer,Non-smoking rooms,Suites",273,694,241,"2,061","1,497",383,https://www.tripadvisor.com/Hotel_Review-g60763-d235238-Reviews-W_New_York_Times_Square-New_York_City_New_York.html,4.0,551,W New York - Times Square,"4,876 reviews",100
"311 West 39th Street Between 8th and 9th Avenue, New York City, NY 10018-1401","Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Bicycle rental,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Fax / photocopying,Paid public parking nearby,Free internet,Wifi,Public wifi,Internet,Breakfast available,Breakfast buffet,Snack bar,Rooftop terrace,Baggage storage,Concierge,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Safe,Iron,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",161,688,259,"1,806","2,067",333,https://www.tripadvisor.com/Hotel_Review-g60763-d1852917-Reviews-Element_New_York_Times_Square_West-New_York_City_New_York.html,4.0,517,Element New York Times Square West,"5,153 reviews",100
"59 West 46th Street, New York City, NY 10036-4120","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Breakfast available,Taxi service,Fax / photocopying,Rooftop terrace,Baggage storage,Free internet,Wifi,Internet,Complimentary instant cofffee,Concierge,Newspaper,Non-smoking hotel,24-hour front desk,Laundry service,Air conditioning,Housekeeping,Safe,Telephone,Iron,Flatscreen TV,On-demand movies,Complimentary toiletries,Wake-up service / alarm clock,Non-smoking rooms,Suites",192,723,172,"1,093","1,935",195,https://www.tripadvisor.com/Hotel_Review-g60763-d249711-Reviews-The_Hotel_at_Times_Square-New_York_City_New_York.html,4.0,479,The Hotel at Times Square,"4,117 reviews",100
"17 West 32nd Street, New York City, NY 10001-3820","Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Complimentary tea,Airport transportation,Fax / photocopying,Rooftop terrace,Baggage storage,Parking garage,Wifi,Internet,Vending machine,Car hire,Concierge,Non-smoking hotel,24-hour front desk,Laundry service,Air conditioning,Housekeeping,Safe,Telephone,Iron,Coffee / tea maker,Flatscreen TV,Bath / shower,Wake-up service / alarm clock,City view,Landmark view,Non-smoking rooms",107,521,205,762,"1,405",163,https://www.tripadvisor.com/Hotel_Review-g60763-d99774-Reviews-The_Hotel_At_Fifth_Avenue-New_York_City_New_York.html,4.0,528,The Hotel At Fifth Avenue,"3,056 reviews",100
"128 West 29th Street, New York City, NY 10001-5301","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Fax / photocopying,Baggage storage,Parking,Free internet,Wifi,Internet,Restaurant,Breakfast buffet,Vending machine,Concierge,Newspaper,Non-smoking hotel,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",116,469,172,734,925,238,https://www.tripadvisor.com/Hotel_Review-g60763-d1214829-Reviews-DoubleTree_by_Hilton_Hotel_New_York_City_Chelsea-New_York_City_New_York.html,3.5,469,DoubleTree by Hilton Hotel New York City Chelsea,"2,538 reviews",100
"3 W 51st St, New York City, NY 10019-6909","Free High Speed Internet (WiFi),Free internet,Bar / lounge,Conference facilities,Banquet room,Baggage storage,Non-smoking hotel,24-hour front desk,Wifi,Public wifi,Free wifi in the business center,Restaurant,Meeting rooms,Umbrella,Desk,Wardrobe / closet,Iron,Private bathrooms,Cable / satellite TV,Flatscreen TV,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",137,30,8,69,65,11,https://www.tripadvisor.com/Hotel_Review-g60763-d217629-Reviews-3_West_Club-New_York_City_New_York.html,4.0,412,3 West Club,183 reviews,100
"3 E 40th St, New York City, NY 10016","Paid public parking nearby,Wifi,Fitness Center with Gym / Workout Room,Car hire,Business Center with Internet Access,Fax / photocopying,Baggage storage,Concierge,Valet parking,Parking,Public wifi,Paid wifi,Internet,Taxi service,Newspaper,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Soundproof rooms,Air conditioning,Housekeeping,Safe,Flatscreen TV,Non-smoking rooms",104,195,31,345,407,55,https://www.tripadvisor.com/Hotel_Review-g60763-d99391-Reviews-Courtyard_New_York_Manhattan_Fifth_Avenue-New_York_City_New_York.html,4.0,458,Courtyard New York Manhattan/Fifth Avenue,"1,032 reviews",100
